,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio
0,Afghanistan,AFG,2021-05-11,504502.0,448878.0,55624.0,12,40146987.0,1.1180863958732445
1,Afghanistan,AFG,2021-05-20,547901.0,470341.0,77560.0,10,40146987.0,1.1715474438965991
2,Afghanistan,AFG,2021-05-24,573277.0,476367.0,96910.0,10,40146987.0,1.1865572875991914
3,Afghanistan,AFG,2021-05-26,590454.0,479372.0,111082.0,19,40146987.0,1.1940422826749115
4,Afghanistan,AFG,2021-05-27,593313.0,479574.0,113739.0,14,40146987.0,1.1945454337582044
5,Afghanistan,AFG,2021-05-30,600152.0,480226.0,119926.0,20,40146987.0,1.1961694659676454
6,Afghanistan,AFG,2021-06-02,626290.0,481690.0,144600.0,34,40146987.0,1.1998160658980461
7,Afghanistan,AFG,2021-06-03,630305.0,481800.0,148505.0,27,40146987.0,1.2000900590622154
8,Afghanistan,AFG,2021-06-08,641295.0,482952.0,158343.0,64,40146987.0,1.2029595147451537
9,Afghanistan,AFG,2021-06-14,662003.0,484737.0,177266.0,85,40146987.0,1.20740567654554
10,Afghanistan,AFG,2021-06-22,765890.0,582128.0,183762.0,78,40146987.0,1.449991751560335
11,Afghanistan,AFG,2021-06-27,835694.0,649434.0,186260.0,56,40146987.0,1.6176406961747838
12,Afghanistan,AFG,2021-06-30,886854.0,699200.0,187654.0,77,40146987.0,1.7416001853389398
13,Afghanistan,AFG,2021-07-05,915671.0,726349.0,189322.0,84,40146987.0,1.8092241891029082
14,Afghanistan,AFG,2021-07-07,934463.0,735213.0,199250.0,55,40146987.0,1.8313030564410724
15,Afghanistan,AFG,2021-07-11,962093.0,742934.0,219159.0,86,40146987.0,1.850534885718821
16,Afghanistan,AFG,2021-08-20,1201286.0,770542.0,430744.0,7,40146987.0,1.9193021882314605
17,Albania,ALB,2021-02-02,550.0,549.0,1.0,13,2871065.0,0.019121824131463412
18,Albania,ALB,2021-02-09,1127.0,689.0,438.0,12,2871065.0,0.02399806343639033
19,Albania,ALB,2021-02-17,1701.0,1090.0,611.0,15,2871065.0,0.037965006016931
20,Albania,ALB,2021-02-18,3049.0,2438.0,611.0,18,2871065.0,0.08491622446722732
21,Albania,ALB,2021-02-22,6728.0,6073.0,655.0,13,2871065.0,0.21152429499157976
22,Albania,ALB,2021-05-11,622507.0,440921.0,181586.0,4,2871065.0,15.357402218340582
23,Albania,ALB,2021-05-12,632676.0,444755.0,187921.0,4,2871065.0,15.49094151473408
24,Albania,ALB,2021-05-13,638338.0,445402.0,192936.0,3,2871065.0,15.513476706378992
25,Albania,ALB,2021-05-14,653330.0,448571.0,204759.0,3,2871065.0,15.623853866074086
26,Albania,ALB,2021-05-17,680083.0,456980.0,223103.0,3,2871065.0,15.916741696896446
27,Albania,ALB,2021-05-18,688947.0,460191.0,228756.0,3,2871065.0,16.02858172838302
28,Albania,ALB,2021-05-19,697811.0,463402.0,234409.0,1,2871065.0,16.140421759869593
29,Albania,ALB,2021-05-20,703743.0,466083.0,237660.0,2,2871065.0,16.233801742558946
30,Albania,ALB,2021-05-21,708846.0,469169.0,239677.0,2,2871065.0,16.341287988951837
31,Albania,ALB,2021-05-23,716616.0,472840.0,243776.0,1,2871065.0,16.469149949583166
32,Albania,ALB,2021-05-24,725135.0,475237.0,249898.0,2,2871065.0,16.55263813253967
33,Albania,ALB,2021-05-26,748986.0,479789.0,269197.0,2,2871065.0,16.71118557051129
34,Albania,ALB,2021-05-27,759043.0,481788.0,277255.0,0,2871065.0,16.780811301729496
35,Albania,ALB,2021-05-30,772204.0,485162.0,287042.0,1,2871065.0,16.898328668978234
36,Albania,ALB,2021-05-31,776461.0,486128.0,290333.0,1,2871065.0,16.931974720182232
37,Albania,ALB,2021-06-01,780342.0,487078.0,293264.0,1,2871065.0,16.965063486894234
38,Albania,ALB,2021-06-03,787321.0,490050.0,297271.0,0,2871065.0,17.068579081281683
39,Albania,ALB,2021-06-06,798624.0,492522.0,306102.0,0,2871065.0,17.154679535294395
40,Albania,ALB,2021-06-07,803682.0,493346.0,310336.0,0,2871065.0,17.183379686631962
41,Albania,ALB,2021-06-08,809992.0,494437.0,315555.0,1,2871065.0,17.221379522929645
42,Albania,ALB,2021-06-09,816556.0,496024.0,320532.0,0,2871065.0,17.276655178479068
43,Albania,ALB,2021-06-10,823053.0,498437.0,324616.0,0,2871065.0,17.360700645927558
44,Albania,ALB,2021-06-11,830281.0,501735.0,328546.0,0,2871065.0,17.475570911839338
45,Albania,ALB,2021-06-12,834868.0,503721.0,331147.0,1,2871065.0,17.544743849407798
46,Albania,ALB,2021-06-13,836430.0,504257.0,332173.0,0,2871065.0,17.56341287988952
47,Albania,ALB,2021-06-14,842535.0,507764.0,334771.0,0,2871065.0,17.685562674477936
48,Albania,ALB,2021-06-15,848430.0,507854.0,340576.0,0,2871065.0,17.68869739974539
49,Albania,ALB,2021-06-16,854227.0,509282.0,344945.0,1,2871065.0,17.738435040655645
50,Albania,ALB,2021-06-17,862628.0,511175.0,351453.0,0,2871065.0,17.804368762114407
51,Albania,ALB,2021-06-20,880912.0,515884.0,365028.0,0,2871065.0,17.9683845541637
52,Albania,ALB,2021-06-21,890052.0,519674.0,370378.0,0,2871065.0,18.10039131820422
53,Albania,ALB,2021-06-22,901429.0,525800.0,375629.0,1,2871065.0,18.31376161807552
54,Albania,ALB,2021-06-23,912874.0,532225.0,380649.0,0,2871065.0,18.537546171890916
55,Albania,ALB,2021-06-24,922886.0,537018.0,385868.0,0,2871065.0,18.704487707523164
56,Albania,ALB,2021-06-28,943439.0,547300.0,396139.0,0,2871065.0,19.062612654189298
57,Albania,ALB,2021-06-29,955498.0,556252.0,399246.0,0,2871065.0,19.374413327458626
58,Albania,ALB,2021-06-30,968034.0,564530.0,403504.0,0,2871065.0,19.662738391502803
59,Albania,ALB,2021-07-01,974486.0,567084.0,407402.0,0,2871065.0,19.751694928536974
60,Albania,ALB,2021-07-02,981499.0,569352.0,412147.0,0,2871065.0,19.83069000527679
61,Albania,ALB,2021-07-04,988550.0,571759.0,416791.0,0,2871065.0,19.91452649104078
62,Albania,ALB,2021-07-05,994081.0,574187.0,419894.0,0,2871065.0,19.999094412700515
63,Albania,ALB,2021-07-06,1000063.0,576905.0,423158.0,0,2871065.0,20.093763115777595
64,Albania,ALB,2021-07-07,1005663.0,579552.0,426111.0,0,2871065.0,20.185958868921464
65,Albania,ALB,2021-07-08,1011297.0,582106.0,429191.0,0,2871065.0,20.27491540595563
66,Albania,ALB,2021-07-09,1016554.0,584832.0,431722.0,0,2871065.0,20.369862751278706
67,Albania,ALB,2021-07-10,1021408.0,587238.0,434170.0,0,2871065.0,20.453664406761952
68,Albania,ALB,2021-07-11,1022802.0,587876.0,434926.0,0,2871065.0,20.47588612588012
69,Albania,ALB,2021-07-12,1029234.0,590476.0,438758.0,0,2871065.0,20.56644485582876
70,Albania,ALB,2021-07-13,1035667.0,592502.0,443165.0,0,2871065.0,20.637011004627205
71,Albania,ALB,2021-07-14,1043499.0,594669.0,448830.0,0,2871065.0,20.71248822301132
72,Albania,ALB,2021-07-15,1052108.0,596977.0,455131.0,0,2871065.0,20.792876510981117
73,Albania,ALB,2021-07-16,1060042.0,599387.0,460655.0,0,2871065.0,20.87681748758736
74,Albania,ALB,2021-07-17,1067135.0,601701.0,465434.0,0,2871065.0,20.95741475724165
75,Albania,ALB,2021-07-18,1069365.0,602460.0,466905.0,0,2871065.0,20.983850940330502
76,Albania,ALB,2021-07-20,1082424.0,609538.0,472886.0,0,2871065.0,21.23037966747531
77,Albania,ALB,2021-07-21,1095453.0,616592.0,478861.0,0,2871065.0,21.476072467882126
78,Albania,ALB,2021-07-22,1109785.0,624490.0,485295.0,0,2871065.0,21.751162025241506
79,Albania,ALB,2021-07-25,1138771.0,640047.0,498724.0,0,2871065.0,22.293016702861134
80,Albania,ALB,2021-07-29,1179769.0,660756.0,519013.0,1,2871065.0,23.014316986902074
81,Albania,ALB,2021-07-30,1190847.0,665632.0,525215.0,0,2871065.0,23.184149435836527
82,Albania,ALB,2021-07-31,1198933.0,670215.0,528718.0,0,2871065.0,23.343776612511384
83,Albania,ALB,2021-08-01,1203087.0,672765.0,530322.0,0,2871065.0,23.432593828422554
84,Albania,ALB,2021-08-02,1212761.0,677938.0,534823.0,0,2871065.0,23.612770870739602
85,Albania,ALB,2021-08-03,1221640.0,683052.0,538588.0,0,2871065.0,23.790892926492436
86,Albania,ALB,2021-08-04,1229405.0,687768.0,541637.0,0,2871065.0,23.95515253050697
87,Albania,ALB,2021-08-05,1238036.0,693000.0,545036.0,0,2871065.0,24.13738455938824
88,Albania,ALB,2021-08-08,1259952.0,706470.0,553482.0,1,2871065.0,24.60654844108371
89,Albania,ALB,2021-08-10,1280239.0,720232.0,560007.0,1,2871065.0,25.085882764758026
90,Albania,ALB,2021-08-13,1309995.0,742540.0,567455.0,0,2871065.0,25.862876667717384
91,Albania,ALB,2021-08-15,1321198.0,750965.0,570233.0,2,2871065.0,26.156321783031732
92,Albania,ALB,2021-08-16,1330754.0,757938.0,572816.0,1,2871065.0,26.39919333069784
93,Albania,ALB,2021-08-17,1340339.0,764997.0,575342.0,2,2871065.0,26.64506028250841
94,Albania,ALB,2021-08-19,1358228.0,776986.0,581242.0,3,2871065.0,27.0626405184139
95,Albania,ALB,2021-08-21,1373349.0,785724.0,587625.0,2,2871065.0,27.366987511602836
96,Albania,ALB,2021-08-22,1376763.0,787510.0,589253.0,2,2871065.0,27.429194393021405
97,Albania,ALB,2021-08-23,1386713.0,792663.0,594050.0,1,2871065.0,27.60867482972347
98,Albania,ALB,2021-08-24,1396390.0,797441.0,598949.0,0,2871065.0,27.77509391114447
99,Albania,ALB,2021-08-25,1405653.0,802394.0,603259.0,2,2871065.0,27.947608291696636
100,Albania,ALB,2021-08-26,1415907.0,807368.0,608539.0,3,2871065.0,28.12085410814454
101,Albania,ALB,2021-08-27,1427977.0,812555.0,615422.0,3,2871065.0,28.301518774392083
102,Albania,ALB,2021-08-29,1444764.0,818955.0,625809.0,3,2871065.0,28.52443257118874
103,Albania,ALB,2021-08-30,1458048.0,824170.0,633878.0,2,2871065.0,28.70607248529727
104,Albania,ALB,2021-08-31,1472316.0,830396.0,641920.0,3,2871065.0,28.922925813243516
105,Albania,ALB,2021-09-01,1485250.0,836613.0,648637.0,3,2871065.0,29.13946566866302
106,Albania,ALB,2021-09-02,1499898.0,844304.0,655594.0,3,2871065.0,29.407345357907253
107,Albania,ALB,2021-09-06,1539232.0,865281.0,673951.0,3,2871065.0,30.13798015718906
108,Albania,ALB,2021-09-07,1553626.0,872116.0,681510.0,4,2871065.0,30.37604512611174
109,Albania,ALB,2021-09-08,1567313.0,879459.0,687854.0,4,2871065.0,30.631803877655155
110,Albania,ALB,2021-09-09,1579402.0,885981.0,693421.0,5,2871065.0,30.85896696870325
111,Albania,ALB,2021-09-10,1589575.0,890978.0,698597.0,3,2871065.0,31.03301388160839
112,Albania,ALB,2021-09-11,1598196.0,895363.0,702833.0,4,2871065.0,31.18574466269485
113,Albania,ALB,2021-09-12,1601552.0,896926.0,704626.0,4,2871065.0,31.240184391506286
114,Albania,ALB,2021-09-13,1610157.0,900814.0,709343.0,4,2871065.0,31.375604523060257
115,Albania,ALB,2021-09-14,1618111.0,904594.0,713517.0,5,2871065.0,31.507262984293284
116,Albania,ALB,2021-09-15,1625636.0,908232.0,717404.0,5,2871065.0,31.633975545659887
117,Albania,ALB,2021-09-16,1632986.0,911372.0,721614.0,4,2871065.0,31.743342627213245
118,Albania,ALB,2021-09-17,1640239.0,914401.0,725838.0,6,2871065.0,31.848843547603416
119,Albania,ALB,2021-09-19,1649884.0,918307.0,731577.0,5,2871065.0,31.984890624210877
120,Albania,ALB,2021-09-20,1657595.0,921001.0,736594.0,6,2871065.0,32.07872340054997
121,Albania,ALB,2021-09-21,1665590.0,923771.0,741819.0,7,2871065.0,32.17520327822602
122,Albania,ALB,2021-09-22,1674093.0,926652.0,747441.0,7,2871065.0,32.27554931706527
123,Albania,ALB,2021-09-23,1683644.0,929624.0,754020.0,7,2871065.0,32.37906491145272
124,Albania,ALB,2021-09-24,1693555.0,932595.0,760960.0,8,2871065.0,32.482545675559415
125,Albania,ALB,2021-09-27,1715133.0,938985.0,776148.0,11,2871065.0,32.70511116954859
126,Albania,ALB,2021-09-28,1723996.0,941418.0,782578.0,13,2871065.0,32.78985324261206
127,Albania,ALB,2021-09-29,1732549.0,944011.0,788538.0,15,2871065.0,32.88016816059546
128,Albania,ALB,2021-09-30,1741373.0,946495.0,794878.0,17,2871065.0,32.966686577977164
129,Albania,ALB,2021-10-01,1749106.0,948553.0,800553.0,13,2871065.0,33.038367295759585
130,Albania,ALB,2021-10-02,1756040.0,950620.0,805420.0,7,2871065.0,33.110361486068754
131,Albania,ALB,2021-10-04,1764714.0,952949.0,811765.0,3,2871065.0,33.191481209934295
132,Albania,ALB,2021-10-05,1771542.0,955083.0,816459.0,5,2871065.0,33.26580902905368
133,Albania,ALB,2021-10-06,1778093.0,957147.0,820946.0,7,2871065.0,33.33769872852061
134,Albania,ALB,2021-10-07,1783984.0,958874.0,825110.0,9,2871065.0,33.39785062337495
135,Albania,ALB,2021-10-08,1789592.0,960652.0,828940.0,12,2871065.0,33.45977886254752
136,Albania,ALB,2021-10-09,1795351.0,962281.0,833070.0,7,2871065.0,33.51651738988842
137,Albania,ALB,2021-10-12,1810433.0,968117.0,842316.0,9,2871065.0,33.71978690834238
138,Albania,ALB,2021-10-13,1816580.0,970703.0,845877.0,6,2871065.0,33.80985801436052
139,Albania,ALB,2021-10-17,1836856.0,979655.0,857201.0,3,2871065.0,34.12165868762985
140,Albania,ALB,2021-10-18,1842661.0,982467.0,860194.0,10,2871065.0,34.21960143709739
141,Albania,ALB,2021-10-19,1848634.0,985320.0,863314.0,9,2871065.0,34.318972228075644
142,Albania,ALB,2021-10-20,1854615.0,988414.0,866201.0,12,2871065.0,34.42673711671453
143,Albania,ALB,2021-10-21,1860335.0,991371.0,868964.0,8,2871065.0,34.52973025689074
144,Albania,ALB,2021-10-22,1865942.0,994446.0,871496.0,6,2871065.0,34.63683337019538
145,Albania,ALB,2021-10-24,1873903.0,998130.0,875773.0,7,2871065.0,34.76514812447646
146,Algeria,DZA,2021-08-20,4146091.0,3421279.0,724812.0,31,44873890.0,7.624208643378143
147,Algeria,DZA,2021-09-04,8000000.0,5000000.0,3000000.0,34,44873890.0,11.142336891230068
148,Algeria,DZA,2021-09-25,10049978.0,6017036.0,4032942.0,10,44873890.0,13.40876843973188
149,Algeria,DZA,2021-10-24,11080739.0,6328806.0,4751933.0,3,44873890.0,14.103537714247638
150,Andorra,AND,2021-03-08,3611.0,2439.0,1172.0,0,77355.0,3.152995927865038
151,Andorra,AND,2021-03-10,4914.0,3650.0,1264.0,0,77355.0,4.71850559110594
152,Andorra,AND,2021-03-15,8363.0,7098.0,1265.0,1,77355.0,9.175877448128757
153,Andorra,AND,2021-04-05,15269.0,9781.0,4484.0,0,77355.0,12.644302242906083
154,Andorra,AND,2021-04-19,26414.0,21733.0,4681.0,0,77355.0,28.095145756576823
155,Andorra,AND,2021-04-26,28503.0,23822.0,4681.0,0,77355.0,30.795682244198826
156,Andorra,AND,2021-05-03,28881.0,24182.0,4699.0,2,77355.0,31.261069097020233
157,Andorra,AND,2021-05-10,31633.0,26931.0,4702.0,0,77355.0,34.81481481481482
158,Andorra,AND,2021-05-17,32317.0,27613.0,4704.0,0,77355.0,35.69646435265981
159,Andorra,AND,2021-05-31,35916.0,27613.0,8303.0,0,77355.0,35.69646435265981
160,Andorra,AND,2021-06-07,41473.0,30535.0,10938.0,0,77355.0,39.47385430806024
161,Andorra,AND,2021-06-14,51107.0,34646.0,16416.0,0,77355.0,44.788313619029154
162,Andorra,AND,2021-06-21,63265.0,38667.0,24598.0,0,77355.0,49.98642621679271
163,Andorra,AND,2021-06-28,68329.0,41716.0,26613.0,0,77355.0,53.92799431193846
164,Andorra,AND,2021-07-12,70018.0,43008.0,27010.0,0,77355.0,55.59821601706418
165,Andorra,AND,2021-07-19,82349.0,48445.0,33904.0,0,77355.0,62.62685023592528
166,Andorra,AND,2021-08-01,86320.0,50747.0,35573.0,0,77355.0,65.60274061146661
167,Andorra,AND,2021-08-15,91660.0,51044.0,40616.0,0,77355.0,65.98668476504427
168,Andorra,AND,2021-08-29,95918.0,52910.0,43008.0,0,77355.0,68.39893995216858
169,Andorra,AND,2021-09-26,102032.0,54312.0,47720.0,0,77355.0,70.21136319565639
170,Angola,AGO,2021-05-12,626572.0,586377.0,40195.0,3,34299088.0,1.7095993922637245
171,Angola,AGO,2021-05-18,681502.0,606287.0,75215.0,18,34299088.0,1.7676475829328173
172,Angola,AGO,2021-05-21,757535.0,630984.0,126551.0,8,34299088.0,1.8396524129154688
173,Angola,AGO,2021-05-26,859979.0,663049.0,196930.0,4,34299088.0,1.9331388636339253
174,Angola,AGO,2021-05-31,909215.0,679034.0,230181.0,7,34299088.0,1.9797436013459018
175,Angola,AGO,2021-06-08,1115919.0,740289.0,375630.0,3,34299088.0,2.158334355712315
176,Angola,AGO,2021-06-10,1222630.0,774926.0,447704.0,8,34299088.0,2.2593195480882757
177,Angola,AGO,2021-06-15,1314375.0,822109.0,492266.0,5,34299088.0,2.3968829725151877
178,Angola,AGO,2021-06-20,1380174.0,866381.0,513793.0,3,34299088.0,2.5259592908126303
179,Angola,AGO,2021-06-24,1432699.0,909119.0,523580.0,3,34299088.0,2.6505631869861963
180,Angola,AGO,2021-06-28,1488292.0,943301.0,544991.0,2,34299088.0,2.750221813477956
181,Angola,AGO,2021-07-05,1513460.0,951772.0,561688.0,3,34299088.0,2.7749192631594166
182,Angola,AGO,2021-07-12,1558201.0,958373.0,599828.0,6,34299088.0,2.7941646728332836
183,Angola,AGO,2021-07-19,1592537.0,958373.0,634164.0,3,34299088.0,2.7941646728332836
184,Angola,AGO,2021-08-03,1680059.0,969946.0,710113.0,2,34299088.0,2.827906094762636
185,Angola,AGO,2021-08-09,1695588.0,972978.0,722610.0,5,34299088.0,2.83674597995142
186,Angola,AGO,2021-08-16,1727488.0,1000191.0,727297.0,14,34299088.0,2.9160862819442896
187,Angola,AGO,2021-08-20,1754073.0,1025762.0,728311.0,8,34299088.0,2.990639284636373
188,Angola,AGO,2021-08-25,1841568.0,1110558.0,731010.0,3,34299088.0,3.2378645169807427
189,Angola,AGO,2021-09-01,2086325.0,1165755.0,920570.0,7,34299088.0,3.3987929941460835
190,Angola,AGO,2021-09-11,2469333.0,1510880.0,958453.0,9,34299088.0,4.405015083782986
191,Angola,AGO,2021-09-19,2820134.0,1836547.0,983587.0,10,34299088.0,5.354506802046748
192,Angola,AGO,2021-09-26,3134137.0,2127405.0,1006732.0,16,34299088.0,6.202511856875028
193,Angola,AGO,2021-10-08,4074677.0,2863708.0,1210969.0,5,34299088.0,8.349224912335862
194,Angola,AGO,2021-10-14,4448653.0,3158501.0,1290152.0,8,34299088.0,9.208702575415415
195,Angola,AGO,2021-10-18,5224697.0,3787300.0,1437397.0,2,34299088.0,11.041984556557304
196,Angola,AGO,2021-10-20,5661085.0,4126328.0,1534757.0,8,34299088.0,12.030430663345918
197,Angola,AGO,2021-10-24,5940208.0,4511991.0,1604661.0,2,34299088.0,13.15484248444157
198,Anguilla,AIA,2021-04-22,6898.0,6115.0,783.0,0,15117.0,40.451147714493615
199,Anguilla,AIA,2021-05-17,13235.0,8811.0,4424.0,0,15117.0,58.28537408215916
200,Anguilla,AIA,2021-05-28,14443.0,9004.0,5439.0,0,15117.0,59.56208242376133
201,Anguilla,AIA,2021-06-04,14557.0,9044.0,5513.0,0,15117.0,59.82668518886023
202,Anguilla,AIA,2021-06-11,14937.0,9119.0,5818.0,0,15117.0,60.32281537342066
203,Anguilla,AIA,2021-06-18,15198.0,9183.0,6015.0,0,15117.0,60.74617979757888
204,Anguilla,AIA,2021-06-25,15789.0,9264.0,6525.0,0,15117.0,61.282000396904145
205,Anguilla,AIA,2021-07-02,16460.0,9300.0,7160.0,0,15117.0,61.52014288549316
206,Anguilla,AIA,2021-07-09,16951.0,9321.0,7630.0,0,15117.0,61.65905933717008
207,Anguilla,AIA,2021-07-16,17807.0,9362.0,8445.0,0,15117.0,61.93027717139644
208,Anguilla,AIA,2021-07-23,18001.0,9398.0,8603.0,0,15117.0,62.16841965998545
209,Anguilla,AIA,2021-07-30,18193.0,9428.0,8765.0,0,15117.0,62.36687173380962
210,Anguilla,AIA,2021-08-06,18457.0,9492.0,8965.0,0,15117.0,62.79023615796785
211,Anguilla,AIA,2021-08-20,18458.0,9493.0,8965.0,0,15117.0,62.79685122709532
212,Anguilla,AIA,2021-09-03,18471.0,9493.0,8978.0,0,15117.0,62.79685122709532
213,Anguilla,AIA,2021-09-10,18481.0,9493.0,8988.0,0,15117.0,62.79685122709532
214,Anguilla,AIA,2021-09-17,18565.0,9498.0,9067.0,0,15117.0,62.82992657273269
215,Anguilla,AIA,2021-09-24,18584.0,9498.0,9086.0,0,15117.0,62.82992657273269
216,Anguilla,AIA,2021-10-01,18704.0,9548.0,9156.0,0,15117.0,63.16068002910631
217,Anguilla,AIA,2021-10-15,18705.0,9548.0,9157.0,0,15117.0,63.16068002910631
218,Antigua and Barbuda,ATG,2021-05-17,34441.0,31860.0,2581.0,0,98980.0,32.18832087290362
219,Antigua and Barbuda,ATG,2021-05-21,39519.0,32469.0,7050.0,0,98980.0,32.803596686199235
220,Antigua and Barbuda,ATG,2021-05-25,42009.0,32759.0,9250.0,0,98980.0,33.09658516872096
221,Antigua and Barbuda,ATG,2021-05-26,44230.0,32876.0,11354.0,0,98980.0,33.21479086684179
222,Antigua and Barbuda,ATG,2021-05-27,45939.0,33024.0,12915.0,0,98980.0,33.36431602343908
223,Antigua and Barbuda,ATG,2021-05-29,48347.0,33214.0,15133.0,0,98980.0,33.55627399474642
224,Antigua and Barbuda,ATG,2021-05-31,50329.0,33463.0,16866.0,0,98980.0,33.80783996767024
225,Antigua and Barbuda,ATG,2021-06-03,51811.0,33632.0,18179.0,0,98980.0,33.978581531622545
226,Antigua and Barbuda,ATG,2021-06-06,55578.0,34084.0,21494.0,0,98980.0,34.43523944231158
227,Antigua and Barbuda,ATG,2021-06-07,57264.0,34368.0,22896.0,0,98980.0,34.722166094160436
228,Antigua and Barbuda,ATG,2021-06-09,58074.0,34644.0,23430.0,0,98980.0,35.001010305112146
229,Antigua and Barbuda,ATG,2021-06-12,58727.0,34883.0,23844.0,0,98980.0,35.24247322691453
230,Antigua and Barbuda,ATG,2021-06-15,59582.0,35257.0,24325.0,0,98980.0,35.620327338856335
231,Antigua and Barbuda,ATG,2021-06-17,62204.0,35611.0,26593.0,0,98980.0,35.97797534855526
232,Antigua and Barbuda,ATG,2021-06-20,62809.0,35768.0,27041.0,0,98980.0,36.136593251161855
233,Antigua and Barbuda,ATG,2021-06-29,63995.0,36432.0,27563.0,0,98980.0,36.80743584562538
234,Antigua and Barbuda,ATG,2021-07-01,64455.0,36583.0,27872.0,0,98980.0,36.9599919175591
235,Antigua and Barbuda,ATG,2021-07-04,64696.0,36692.0,28004.0,0,98980.0,37.070115174782785
236,Antigua and Barbuda,ATG,2021-07-06,64823.0,36749.0,28074.0,0,98980.0,37.12770256617499
237,Antigua and Barbuda,ATG,2021-07-08,65077.0,36826.0,28251.0,0,98980.0,37.20549605981006
238,Antigua and Barbuda,ATG,2021-07-09,65337.0,36908.0,28429.0,0,98980.0,37.28834107900586
239,Antigua and Barbuda,ATG,2021-07-13,65656.0,37045.0,28611.0,0,98980.0,37.426752879369566
240,Antigua and Barbuda,ATG,2021-07-15,65757.0,37092.0,28665.0,0,98980.0,37.47423721964033
241,Antigua and Barbuda,ATG,2021-07-18,66124.0,37316.0,28808.0,0,98980.0,37.70054556476056
242,Antigua and Barbuda,ATG,2021-07-20,66408.0,37448.0,28960.0,0,98980.0,37.83390583956355
243,Antigua and Barbuda,ATG,2021-07-21,66522.0,37498.0,29024.0,0,98980.0,37.88442109517074
244,Antigua and Barbuda,ATG,2021-07-22,67847.0,37555.0,30292.0,0,98980.0,37.94200848656295
245,Antigua and Barbuda,ATG,2021-07-25,68271.0,37841.0,30430.0,0,98980.0,38.230955748636084
246,Antigua and Barbuda,ATG,2021-07-28,68715.0,38067.0,30648.0,0,98980.0,38.4592847039806
247,Antigua and Barbuda,ATG,2021-07-29,68850.0,38146.0,30704.0,0,98980.0,38.53909880783996
248,Antigua and Barbuda,ATG,2021-08-02,69290.0,38362.0,30928.0,0,98980.0,38.75732471206304
249,Antigua and Barbuda,ATG,2021-08-04,69518.0,38462.0,31056.0,0,98980.0,38.85835522327743
250,Antigua and Barbuda,ATG,2021-08-07,69903.0,38605.0,31298.0,0,98980.0,39.002828854314004
251,Antigua and Barbuda,ATG,2021-08-10,70019.0,38605.0,31414.0,0,98980.0,39.002828854314004
252,Antigua and Barbuda,ATG,2021-08-14,71065.0,39039.0,32026.0,0,98980.0,39.44130127298444
253,Antigua and Barbuda,ATG,2021-08-16,71434.0,39186.0,32248.0,0,98980.0,39.58981612446959
254,Antigua and Barbuda,ATG,2021-08-19,71600.0,39230.0,32370.0,0,98980.0,39.634269549403925
255,Antigua and Barbuda,ATG,2021-08-22,72282.0,39466.0,32816.0,0,98980.0,39.872701555869874
256,Antigua and Barbuda,ATG,2021-08-24,72902.0,39808.0,33094.0,0,98980.0,40.218225904223075
257,Antigua and Barbuda,ATG,2021-08-28,73700.0,40309.0,33391.0,0,98980.0,40.724388765407156
258,Antigua and Barbuda,ATG,2021-08-30,74637.0,40795.0,33842.0,1,98980.0,41.21539704990907
259,Antigua and Barbuda,ATG,2021-08-31,75069.0,41061.0,34008.0,0,98980.0,41.48413820973934
260,Antigua and Barbuda,ATG,2021-09-07,77997.0,42938.0,35059.0,0,98980.0,43.380480905233384
261,Antigua and Barbuda,ATG,2021-09-10,79390.0,43681.0,35709.0,0,98980.0,44.131137603556276
262,Antigua and Barbuda,ATG,2021-09-13,79922.0,43949.0,35973.0,0,98980.0,44.40189937361083
263,Antigua and Barbuda,ATG,2021-09-17,81915.0,45099.0,36816.0,0,98980.0,45.56375025257628
264,Antigua and Barbuda,ATG,2021-09-24,89252.0,48580.0,40672.0,2,98980.0,49.08062234794908
265,Antigua and Barbuda,ATG,2021-09-28,93318.0,51148.0,42170.0,1,98980.0,51.675085875934535
266,Antigua and Barbuda,ATG,2021-10-02,96160.0,53171.0,42989.0,2,98980.0,53.71893311780157
267,Antigua and Barbuda,ATG,2021-10-04,97384.0,53736.0,43648.0,1,98980.0,54.28975550616286
268,Antigua and Barbuda,ATG,2021-10-06,97831.0,53958.0,43873.0,0,98980.0,54.51404324105879
269,Antigua and Barbuda,ATG,2021-10-09,98840.0,54435.0,44405.0,1,98980.0,54.99595877955142
270,Antigua and Barbuda,ATG,2021-10-13,99846.0,54758.0,45088.0,0,98980.0,55.32228733077389
271,Antigua and Barbuda,ATG,2021-10-16,101390.0,55103.0,46287.0,0,98980.0,55.67084259446353
272,Antigua and Barbuda,ATG,2021-10-19,102834.0,55536.0,47298.0,0,98980.0,56.10830470802183
273,Antigua and Barbuda,ATG,2021-10-23,104500.0,55703.0,48797.0,0,98980.0,56.277025661749846
274,Argentina,ARG,2021-01-20,247933.0,243539.0,4394.0,425,45745417.0,0.5323790140551129
275,Argentina,ARG,2021-01-21,265724.0,249372.0,16352.0,234,45745417.0,0.5451300181611636
276,Argentina,ARG,2021-01-22,279602.0,254456.0,25146.0,150,45745417.0,0.5562436997787122
277,Argentina,ARG,2021-01-23,288064.0,258876.0,29188.0,139,45745417.0,0.5659058698710737
